Chapter;Title;Block Title;Block.Code;Sub.Code;Sub.Title;Code;Disease;NUM;Descripción
11;Diseases of the digestive system;Other diseases of intestines;K55;K57;Diverticular disease of intestine;K573;Diverticular disease of large intestine without perforation or abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K57;Diverticular disease of intestine;K574;Diverticular disease of both small and large intestine with perforation and abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K57;Diverticular disease of intestine;K575;Diverticular disease of both small and large intestine without perforation or abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K57;Diverticular disease of intestine;K578;Diverticular disease of intestine, part unspecified, with perforation and abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K57;Diverticular disease of intestine;K579;Diverticular disease of intestine, part unspecified, without perforation or abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K58;Irritable bowel syndrome;K580;Irritable bowel syndrome with diarrhoea;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K58;Irritable bowel syndrome;K589;Irritable bowel syndrome without diarrhoea;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K59;Other functional intestinal disorders;K590;Constipation;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K59;Other functional intestinal disorders;K591;Functional diarrhoea;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K59;Other functional intestinal disorders;K592;Neurogenic bowel, not elsewhere classified;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K59;Other functional intestinal disorders;K593;Megacolon, not elsewhere classified;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K59;Other functional intestinal disorders;K594;Anal spasm;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K59;Other functional intestinal disorders;K598;Other specified functional intestinal disorders;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K59;Other functional intestinal disorders;K599;Functional intestinal disorder, unspecified;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K60;Fissure and fistula of anal and rectal regions;K600;Acute anal fissure;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K60;Fissure and fistula of anal and rectal regions;K601;Chronic anal fissure;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K60;Fissure and fistula of anal and rectal regions;K602;Anal fissure, unspecified;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K60;Fissure and fistula of anal and rectal regions;K603;Anal fistula;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K60;Fissure and fistula of anal and rectal regions;K604;Rectal fistula;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K60;Fissure and fistula of anal and rectal regions;K605;Anorectal fistula;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K61;Abscess of anal and rectal regions;K610;Anal abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K61;Abscess of anal and rectal regions;K611;Rectal abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K61;Abscess of anal and rectal regions;K612;Anorectal abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K61;Abscess of anal and rectal regions;K613;Ischiorectal abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K61;Abscess of anal and rectal regions;K614;Intrasphincteric abscess;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K620;Anal polyp;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K621;Rectal polyp;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K622;Anal prolapse;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K623;Rectal prolapse;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K624;Stenosis of anus and rectum;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K625;Haemorrhage of anus and rectum;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K626;Ulcer of anus and rectum;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K627;Radiation proctitis;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K628;Other specified diseases of anus and rectum;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K62;Other diseases of anus and rectum;K629;Disease of anus and rectum, unspecified;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K630;Abscess of intestine;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K631;Perforation of intestine (nontraumatic);0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K632;Fistula of intestine;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K633;Ulcer of intestine;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K634;Enteroptosis;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K635;Polyp of colon;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K638;Other specified diseases of intestine;0;
11;Diseases of the digestive system;Other diseases of intestines;K55;K63;Other diseases of intestine;K639;Disease of intestine, unspecified;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K65;Peritonitis;K650;Acute peritonitis;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K65;Peritonitis;K658;Other peritonitis;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K65;Peritonitis;K659;Peritonitis, unspecified;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K66;Other disorders of peritoneum;K660;Peritoneal adhesions;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K66;Other disorders of peritoneum;K661;Haemoperitoneum;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K66;Other disorders of peritoneum;K668;Other specified disorders of peritoneum;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K66;Other disorders of peritoneum;K669;Disorder of peritoneum, unspecified;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K67;Disorders of peritoneum in infectious diseases classified elsewhere;K670;Chlamydial peritonitis;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K67;Disorders of peritoneum in infectious diseases classified elsewhere;K671;Gonococcal peritonitis;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K67;Disorders of peritoneum in infectious diseases classified elsewhere;K672;Syphilitic peritonitis;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K67;Disorders of peritoneum in infectious diseases classified elsewhere;K673;Tuberculous peritonitis;0;
11;Diseases of the digestive system;Diseases of peritoneum;K65;K67;Disorders of peritoneum in infectious diseases classified elsewhere;K678;Other disorders of peritoneum in infectious diseases classified elsewhere;0;
11;Diseases of the digestive system;Diseases of liver;K70;K70;Alcoholic liver disease;K700;Alcoholic fatty liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K70;Alcoholic liver disease;K701;Alcoholic hepatitis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K70;Alcoholic liver disease;K702;Alcoholic fibrosis and sclerosis of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K70;Alcoholic liver disease;K703;Alcoholic cirrhosis of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K70;Alcoholic liver disease;K704;Alcoholic hepatic failure;0;
11;Diseases of the digestive system;Diseases of liver;K70;K70;Alcoholic liver disease;K709;Alcoholic liver disease, unspecified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K710;Toxic liver disease with cholestasis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K711;Toxic liver disease with hepatic necrosis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K712;Toxic liver disease with acute hepatitis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K713;Toxic liver disease with chronic persistent hepatitis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K714;Toxic liver disease with chronic lobular hepatitis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K715;Toxic liver disease with chronic active hepatitis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K716;Toxic liver disease with hepatitis, not elsewhere classified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K717;Toxic liver disease with fibrosis and cirrhosis of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K718;Toxic liver disease with other disorders of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K71;Toxic liver disease;K719;Toxic liver disease, unspecified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K72;Hepatic failure, not elsewhere classified;K720;Acute and subacute hepatic failure;0;
11;Diseases of the digestive system;Diseases of liver;K70;K72;Hepatic failure, not elsewhere classified;K721;Chronic hepatic failure;0;
11;Diseases of the digestive system;Diseases of liver;K70;K72;Hepatic failure, not elsewhere classified;K729;Hepatic failure, unspecified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K73;Chronic hepatitis, not elsewhere classified;K730;Chronic persistent hepatitis, not elsewhere classified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K73;Chronic hepatitis, not elsewhere classified;K731;Chronic lobular hepatitis, not elsewhere classified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K73;Chronic hepatitis, not elsewhere classified;K732;Chronic active hepatitis, not elsewhere classified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K73;Chronic hepatitis, not elsewhere classified;K738;Other chronic hepatitis, not elsewhere classified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K73;Chronic hepatitis, not elsewhere classified;K739;Chronic hepatitis, unspecified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K74;Fibrosis and cirrhosis of liver;K740;Hepatic fibrosis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K74;Fibrosis and cirrhosis of liver;K741;Hepatic sclerosis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K74;Fibrosis and cirrhosis of liver;K742;Hepatic fibrosis with hepatic sclerosis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K74;Fibrosis and cirrhosis of liver;K743;Primary biliary cirrhosis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K74;Fibrosis and cirrhosis of liver;K744;Secondary biliary cirrhosis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K74;Fibrosis and cirrhosis of liver;K745;Biliary cirrhosis, unspecified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K74;Fibrosis and cirrhosis of liver;K746;Other and unspecified cirrhosis of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K75;Other inflammatory liver diseases;K750;Abscess of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K75;Other inflammatory liver diseases;K751;Phlebitis of portal vein;0;
11;Diseases of the digestive system;Diseases of liver;K70;K75;Other inflammatory liver diseases;K752;Nonspecific reactive hepatitis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K75;Other inflammatory liver diseases;K753;Granulomatous hepatitis, not elsewhere classified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K75;Other inflammatory liver diseases;K754;Autoimmune hepatitis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K75;Other inflammatory liver diseases;K758;Other specified inflammatory liver diseases;0;
11;Diseases of the digestive system;Diseases of liver;K70;K75;Other inflammatory liver diseases;K759;Inflammatory liver disease, unspecified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K760;Fatty (change of) liver, not elsewhere classified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K761;Chronic passive congestion of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K762;Central haemorrhagic necrosis of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K763;Infarction of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K764;Peliosis hepatis;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K765;Hepatic veno-occlusive disease;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K766;Portal hypertension;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K767;Hepatorenal syndrome;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K768;Other specified diseases of liver;0;
11;Diseases of the digestive system;Diseases of liver;K70;K76;Other diseases of liver;K769;Liver disease, unspecified;0;
11;Diseases of the digestive system;Diseases of liver;K70;K77;Liver disorders in diseases classified elsewhere;K770;Liver disorders in infectious and parasitic diseases classified elsewhere;0;
11;Diseases of the digestive system;Diseases of liver;K70;K77;Liver disorders in diseases classified elsewhere;K778;Liver disorders in other diseases classified elsewhere;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K80;Cholelithiasis;K800;Calculus of gallbladder with acute cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K80;Cholelithiasis;K801;Calculus of gallbladder with other cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K80;Cholelithiasis;K802;Calculus of gallbladder without cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K80;Cholelithiasis;K803;Calculus of bile duct with cholangitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K80;Cholelithiasis;K804;Calculus of bile duct with cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K80;Cholelithiasis;K805;Calculus of bile duct without cholangitis or cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K80;Cholelithiasis;K808;Other cholelithiasis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K81;Cholecystitis;K810;Acute cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K81;Cholecystitis;K811;Chronic cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K81;Cholecystitis;K818;Other cholecystitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K81;Cholecystitis;K819;Cholecystitis, unspecified;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K82;Other diseases of gallbladder;K820;Obstruction of gallbladder;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K82;Other diseases of gallbladder;K821;Hydrops of gallbladder;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K82;Other diseases of gallbladder;K822;Perforation of gallbladder;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K82;Other diseases of gallbladder;K823;Fistula of gallbladder;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K82;Other diseases of gallbladder;K824;Cholesterolosis of gallbladder;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K82;Other diseases of gallbladder;K828;Other specified diseases of gallbladder;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K82;Other diseases of gallbladder;K829;Disease of gallbladder, unspecified;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K830;Cholangitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K831;Obstruction of bile duct;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K832;Perforation of bile duct;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K833;Fistula of bile duct;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K834;Spasm of sphincter of Oddi;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K835;Biliary cyst;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K838;Other specified diseases of biliary tract;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K83;Other diseases of biliary tract;K839;Disease of biliary tract, unspecified;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K85;Acute pancreatitis;K850;Idiopathic acute pancreatitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K85;Acute pancreatitis;K851;Biliary acute pancreatitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K85;Acute pancreatitis;K852;Alcohol-induced acute pancreatitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K85;Acute pancreatitis;K853;Drug-induced acute pancreatitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K85;Acute pancreatitis;K858;Other acute pancreatitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K85;Acute pancreatitis;K859;Acute pancreatitis, unspecified;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K86;Other diseases of pancreas;K860;Alcohol-induced chronic pancreatitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K86;Other diseases of pancreas;K861;Other chronic pancreatitis;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K86;Other diseases of pancreas;K862;Cyst of pancreas;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K86;Other diseases of pancreas;K863;Pseudocyst of pancreas;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K86;Other diseases of pancreas;K868;Other specified diseases of pancreas;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K86;Other diseases of pancreas;K869;Disease of pancreas, unspecified;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K87;Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere;K870;Disorders of gallbladder and biliary tract in diseases classified elsewhere;0;
11;Diseases of the digestive system;Disorders of gallbladder, biliary tract and pancreas;K80;K87;Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere;K871;Disorders of pancreas in diseases classified elsewhere;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K90;Intestinal malabsorption;K900;Coeliac disease;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K90;Intestinal malabsorption;K901;Tropical sprue;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K90;Intestinal malabsorption;K902;Blind loop syndrome, not elsewhere classified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K90;Intestinal malabsorption;K903;Pancreatic steatorrhoea;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K90;Intestinal malabsorption;K904;Malabsorption due to intolerance, not elsewhere classified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K90;Intestinal malabsorption;K908;Other intestinal malabsorption;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K90;Intestinal malabsorption;K909;Intestinal malabsorption, unspecified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K910;Vomiting following gastrointestinal surgery;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K911;Postgastric surgery syndromes;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K912;Postsurgical malabsorption, not elsewhere classified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K913;Postoperative intestinal obstruction;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K914;Colostomy and enterostomy malfunction;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K915;Postcholecystectomy syndrome;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K918;Other postprocedural disorders of digestive system, not elsewhere classified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K91;Postprocedural disorders of digestive system, not elsewhere classified;K919;Postprocedural disorder of digestive system, unspecified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K92;Other diseases of digestive system;K920;Haematemesis;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K92;Other diseases of digestive system;K921;Melaena;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K92;Other diseases of digestive system;K922;Gastrointestinal haemorrhage, unspecified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K92;Other diseases of digestive system;K928;Other specified diseases of digestive system;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K92;Other diseases of digestive system;K929;Disease of digestive system, unspecified;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K93;Disorders of other digestive organs in diseases classified elsewhere;K930;Tuberculous disorders of intestines, peritoneum and mesenteric glands;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K93;Disorders of other digestive organs in diseases classified elsewhere;K931;Megacolon in Chagas disease;0;
11;Diseases of the digestive system;Other diseases of the digestive system;K90;K93;Disorders of other digestive organs in diseases classified elsewhere;K938;Disorders of other specified digestive organs in diseases classified elsewhere;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L00;Staphylococcal scalded skin syndrome;L00;Staphylococcal scalded skin syndrome;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L01;Impetigo;L010;Impetigo [any organism] [any site];0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L01;Impetigo;L011;Impetiginization of other dermatoses;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L02;Cutaneous abscess, furuncle and carbuncle;L020;Cutaneous abscess, furuncle and carbuncle of face;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L02;Cutaneous abscess, furuncle and carbuncle;L021;Cutaneous abscess, furuncle and carbuncle of neck;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L02;Cutaneous abscess, furuncle and carbuncle;L022;Cutaneous abscess, furuncle and carbuncle of trunk;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L02;Cutaneous abscess, furuncle and carbuncle;L023;Cutaneous abscess, furuncle and carbuncle of buttock;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L02;Cutaneous abscess, furuncle and carbuncle;L024;Cutaneous abscess, furuncle and carbuncle of limb;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L02;Cutaneous abscess, furuncle and carbuncle;L028;Cutaneous abscess, furuncle and carbuncle of other sites;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L02;Cutaneous abscess, furuncle and carbuncle;L029;Cutaneous abscess, furuncle and carbuncle, unspecified;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L03;Cellulitis;L030;Cellulitis of finger and toe;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L03;Cellulitis;L031;Cellulitis of other parts of limb;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L03;Cellulitis;L032;Cellulitis of face;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L03;Cellulitis;L033;Cellulitis of trunk;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L03;Cellulitis;L038;Cellulitis of other sites;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L03;Cellulitis;L039;Cellulitis, unspecified;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L04;Acute lymphadenitis;L040;Acute lymphadenitis of face, head and neck;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L04;Acute lymphadenitis;L041;Acute lymphadenitis of trunk;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L04;Acute lymphadenitis;L042;Acute lymphadenitis of upper limb;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L04;Acute lymphadenitis;L043;Acute lymphadenitis of lower limb;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L04;Acute lymphadenitis;L048;Acute lymphadenitis of other sites;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L04;Acute lymphadenitis;L049;Acute lymphadenitis, unspecified;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L05;Pilonidal cyst;L050;Pilonidal cyst with abscess;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L05;Pilonidal cyst;L059;Pilonidal cyst without abscess;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L08;Other local infections of skin and subcutaneous tissue;L080;Pyoderma;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L08;Other local infections of skin and subcutaneous tissue;L081;Erythrasma;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L08;Other local infections of skin and subcutaneous tissue;L088;Other specified local infections of skin and subcutaneous tissue;0;
12;Diseases of the skin and subcutaneous tissue;Infections of the skin and subcutaneous tissue;L00;L08;Other local infections of skin and subcutaneous tissue;L089;Local infection of skin and subcutaneous tissue, unspecified;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L100;Pemphigus vulgaris;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L101;Pemphigus vegetans;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L102;Pemphigus foliaceus;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L103;Brazilian pemphigus [fogo selvagem];0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L104;Pemphigus erythematosus;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L105;Drug-induced pemphigus;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L108;Other pemphigus;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L10;Pemphigus;L109;Pemphigus, unspecified;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L11;Other acantholytic disorders;L110;Acquired keratosis follicularis;0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L11;Other acantholytic disorders;L111;Transient acantholytic dermatosis [Grover];0;
12;Diseases of the skin and subcutaneous tissue;Bullous disorders;L10;L11;Other acantholytic disorders;L118;Other specified acantholytic disorders;0;
